Animal Type,Sub-Type,Breed,Age,Age Group,Gender,Disease,Disease_Code,Critical,Severity,Duration (days),Expected_Recovery_Time (days),Symptoms,Is_Vaccinated,Reported_By,Cause of Disease,Precautions,Care,Home Remedies,Treatment/Medicine,Critical_Symptom_1,Critical_Symptom_2,Critical_Symptom_3,Critical_Symptom_4,Critical_Symptom_5,Critical_Symptom_6
Goat,Common,Jamunapari,0.7,Kid,Male,PPR,12,True,2,5.0,11,"['High fever', 'Emaciation', 'Nasal discharge', 'Anorexia', 'Labored breathing', 'Diarrhea', 'Pneumonia']",False,Veterinarian,Peste des Petits Ruminants virus,Vaccinate goats regularly and isolate infected animals promptly.,"Provide soft food, clean water, and stress-free housing.",Give herbal decoctions for appetite and oral rehydration solutions.,"Administer fluids to prevent dehydration, provide antibiotics for secondary infections, and vaccinate as part of disease management.",Labored breathing,Diarrhea,Anorexia,Emaciation,,
Goat,Common,Malabari,5.0,Adult,Male,Anorexia,10,True,3,21.0,24,"['Weight loss', 'Reduced feed intake', 'Neurological signs', 'High feverSevere diarrhea', 'Refusal to eat', 'Severe bloating', 'Intense pain']",True,Para-vet,Secondary to multiple systemic diseases or stress,Monitor for underlying diseases and reduce environmental stress.,"Offer soft, palatable food and ensure clean water availability.",Provide green fodder and jaggery water to stimulate appetite.,Treat the underlying cause and provide vitamin supplements.,Refusal to eat,High feverSevere diarrhea,Severe bloating,Neurological signs,Intense pain,Weight loss
Cattle,Bullock,Krishna Valley,5.4,Adult,Male,Hemorrhagic Septicemia,39,False,1,4.0,10,"['High fever', 'Swelling of throat/jaw', 'Respiratory distress', 'Recumbency']",False,Veterinarian,Pasteurella multocida,Vaccinate regularly before monsoon and avoid overcrowding.,Provide fluids and ensure proper nursing care.,Keep animals in a warm and dry shelter.,"Administer appropriate antibiotics, NSAIDs, and vaccinate against HS.",,,,,,
Cattle,Cow,Kankrej,3.4,Adult,Female,Anthrax,36,True,2,2.0,12,"['Sudden death', 'Weakness and staggering', 'Fever', 'Bleeding from orifices', 'Rapid bloating']",False,Para-vet,Bacillus anthracis,Regularly vaccinate livestock in endemic regions and report cases immediately.,Isolate affected areas and implement strict biosecurity.,Avoid handling carcasses and contaminated material.,No treatment; vaccinate and dispose of carcasses safely.,Sudden death,Bleeding from orifices,Rapid bloating,Fever,Weakness and staggering,
Goat,Common,Marwari,5.5,Adult,Male,Blue Tongue,16,False,1,3.0,12,"['Blue tongue', 'Facial swelling', 'Severe respiratory distress', 'Fever', 'Anorexia', 'Oral ulcers']",True,Para-vet,Bluetongue virus transmitted by Culicoides midges,Use insect repellents and avoid grazing during midge activity.,"Provide soft, palatable food and ensure hydration.",Apply aloe vera paste for soothing oral ulcers.,"Provide supportive therapy, fluid administration, and implement insect control measures.",,,,,,
Cattle,Cow,Brown Swiss,0.7,Calf,Female,Polioencephalomalacia,31,True,2,2.0,13,"['Seizures', 'Recumbency', 'Head pressing', 'Circling', 'Muscle Tremors', 'Blindness']",False,Farmer,Thiamine deficiency or sulfur toxicity,Avoid feeding high-sulfur diets and ensure balanced vitamin intake.,"Keep the animal in a calm, low-stress environment.",Provide molasses mixed with yeast water.,Administer injectable thiamine (Vitamin B1) and anticonvulsants.,Seizures,Muscle Tremors,Recumbency,Blindness,,
Goat,Common,Malabari,3.8,Adult,Female,Rabies,3,False,1,8.0,9,"['Seizures', 'Difficulty swallowing', 'Inability to stand', 'Coma', 'Salivation', 'Behavioral change']",True,Para-vet,Rabies virus,Vaccinate all animals regularly and avoid contact with stray or wild animals.,Immediately isolate any animal showing neurological symptoms and consult a veterinarian for herd-level precautions.,No home remedies; rabies is fatal.,There is no treatment for rabies; euthanasia of the affected animal is recommended and herd vaccination must be conducted.,,,,,,
Goat,Common,Osmanabadi,3.9,Adult,Female,Babesiosis,26,False,1,3.0,10,"['Weakness', 'Jaundice', 'Fever', 'Anemia', ""Hemoglobinuria ('Redwater')"", 'Mania']",False,Para-vet,Babesia species (tick-borne),Implement regular tick control programs and maintain pasture hygiene.,Provide iron supplements and high-energy feed.,Use neem oil spray for tick control.,Administer imidocarb or oxytetracycline under veterinary supervision.,,,,,,
Cattle,Cow,Ayrshire,6.3,Adult,Female,Enterotoxemia,13,True,2,0.5,9,"['Incoordination', 'Convulsions', 'Sudden death', 'Opisthotonos', 'Diarrhea', 'Abdominal pain', 'Prostration']",False,Farmer,Clostridium perfringens toxin,Ensure regular vaccination against clostridial diseases.,Provide supportive therapy and maintain a calm environment.,Implement controlled feeding practices.,"Administer clostridial antitoxin, broad-spectrum antibiotics, and IV fluids.",Convulsions,Incoordination,Opisthotonos,Prostration,Diarrhea,
Cattle,Bullock,Ongole,5.6,Adult,Male,Hemorrhagic Septicemia,39,True,2,1.0,6,"['High fever', 'Swelling of throat/jaw', 'Respiratory distress', 'Recumbency']",False,Para-vet,Pasteurella multocida,Vaccinate regularly before monsoon and avoid overcrowding.,Provide fluids and ensure proper nursing care.,Keep animals in a warm and dry shelter.,"Administer appropriate antibiotics, NSAIDs, and vaccinate against HS.",Swelling of throat/jaw,Respiratory distress,Recumbency,,,
Goat,Common,Jakhrana,1.0,Young,Male,Pneumonia,11,False,1,2.0,9,"['Lethargy', 'Open-mouth breathing', 'Nasal discharge', 'Fever', 'Anorexia', 'Labored breathing']",True,Para-vet,"Bacterial or viral infection, cold stress",Ensure proper ventilation and avoid overcrowding in sheds.,"Maintain hydration, nutrition, and warmth during recovery.",Keep the animal in warm housing and apply mustard oil chest rub.,"Administer appropriate antibiotics, NSAIDs for fever, and supportive fluid therapy.",,,,,,
Cattle,Cow,Sunandini,4.2,Adult,Female,Leptospirosis,22,False,1,6.0,8,"['Reduced milk', 'Jaundice', 'Fever', 'Abortions', 'Hemoglobinuria (Red Water)', 'DepressionInability to stand']",True,Veterinarian,Leptospira spp.,Control rodents and maintain clean water sources.,Ensure rest and provide energy-rich feed to support recovery.,Provide clean drinking water and ensure rodent control.,Administer streptomycin or tetracycline and vaccinate for herd protection.,,,,,,
Cattle,Bullock, Khillari,6.0,Adult,Male,Heartwater,37,False,1,12.0,11,"['High fever', 'Seizures', 'Recumbency', 'Neurological signs', 'Respiratory distress']",True,Para-vet,Ehrlichia ruminantium (tick-borne),Implement tick control measures and avoid high-risk pastures.,Provide supportive fluids and maintain a stress-free environment.,Use herbal washes for tick control.,Administer tetracycline antibiotics promptly.,,,,,,
Goat,Common,Jakhrana,0.6,Kid,Female,Anorexia,10,False,1,2.0,13,"['Weight loss', 'Reduced feed intake', 'Neurological signs', 'Refusal to eat', 'Severe diarrhea', 'Severe bloating']",True,Para-vet,Secondary to multiple systemic diseases or stress,Monitor for underlying diseases and reduce environmental stress.,"Offer soft, palatable food and ensure clean water availability.",Provide green fodder and jaggery water to stimulate appetite.,Treat the underlying cause and provide vitamin supplements.,,,,,,
Goat,Common,Marwari,5.1,Adult,Male,Urinary Calculi,40,False,1,8.0,12,"['Depression', 'Straining to urinate', 'Distended abdomen', 'Abdominal pain']",True,Veterinarian,Mineral imbalance (phosphorus/calcium) in diet,Balance dietary calcium and phosphorus to prevent stone formation.,Monitor urination and ensure constant access to clean water.,Add ammonium chloride to the feed to prevent recurrence.,Perform surgical removal or urinary catheterization and provide IV fluids.,,,,,,
Cattle,Calf,Ayrshire Cross Calf,7.4,Adult,Female,BVD,1,False,1,6.0,5,"['Reduced milk', 'Resp distress', 'Fever', 'Abortion', 'Ulcers in mouth', 'Diarrhea']",False,Farmer,BVD virus,Implement strict biosecurity measures and regularly vaccinate cattle against BVD.,Ensure isolation of infected animals and maintain proper hygiene in the cattle shed.,Provide electrolyte-enriched water to prevent dehydration.,"Provide supportive fluids to prevent dehydration, administer NSAIDs to reduce fever and inflammation, and follow a proper vaccination program to prevent recurrence.",,,,,,
Cattle,Buffalo,Manda,2.0,Young,Female,Blackleg,5,False,1,7.0,5,"['Rapid deterioration', 'Inability to stand', 'Fever', 'Swollen limbs', 'Crepitus', 'Acute lameness']",True,Farmer,Clostridium chauvoei,Vaccinate cattle regularly and avoid grazing in contaminated pastures.,"Keep affected cattle in clean, dry areas and minimize stress during recovery.",No home remedies; urgent veterinary intervention is needed.,Administer high doses of penicillin or oxytetracycline at the earliest stage and vaccinate to prevent further cases.,,,,,,
Goat,Common,Barbari,4.6,Adult,Female,CCPP,14,True,2,7.0,13,"['Severe cough', 'Fever', 'Anorexia', 'Labored breathing', 'Prostration']",True,Para-vet,Mycoplasma capricolum subsp. capripneumoniae,Implement strict biosecurity and avoid mixing with unknown herds.,Provide warm shelter and soft food during treatment.,Use steam inhalation with medicinal herbs.,"Administer macrolide antibiotics like Tylosin, provide NSAIDs, and isolate the infected animal.",Labored breathing,Prostration,Fever,Anorexia,,
Goat,Common,Marwari,2.2,Adult,Female,Rabies,3,False,1,8.0,9,"['Seizures', 'Inability to stand', 'Salivation', 'Coma', 'Paralysis', 'Behavioral change']",False,Veterinarian,Rabies virus,Vaccinate all animals regularly and avoid contact with stray or wild animals.,Immediately isolate any animal showing neurological symptoms and consult a veterinarian for herd-level precautions.,No home remedies; rabies is fatal.,There is no treatment for rabies; euthanasia of the affected animal is recommended and herd vaccination must be conducted.,,,,,,
Goat,Common,Barbari,3.3,Adult,Male,Caseous Lymphadenitis,35,False,1,10.0,10,"['Weight loss', 'Poor Performance', 'Abscesses in lymph nodes']",True,Para-vet,Corynebacterium pseudotuberculosis,Maintain strict biosecurity and disinfect equipment.,Provide clean housing and monitor for new abscesses.,Apply turmeric or neem paste on abscesses.,"Drain abscesses, administer antibiotics, and vaccinate the herd.",,,,,,
Cattle,Cow,Red Sindhi,6.9,Adult,Female,Copper Deficiency,30,True,3,8.0,16,"['Neurological Signs', 'Poor coat quality', 'Anemia', 'Reproductive issues']",True,Veterinarian,Insufficient dietary copper or excess molybdenum,Balance mineral supplementation and avoid overuse of molybdenum-containing feeds.,Monitor hair coat quality and reproductive health post-treatment.,Offer mineral blocks containing copper.,Provide copper sulfate supplements as per veterinary dosage.,Neurological Signs,,,,,
Cattle,Buffalo,Surti,8.0,Adult,Female,Theileriosis,6,False,1,2.0,10,"['Weight loss', 'Lethargy', 'Weakness', 'Inability to stand', 'Jaundice', 'Lymph node enlargement']",False,Veterinarian,Theileria spp.,Implement strict tick control measures in animals.,Provide proper nutrition and stress-free management during recovery.,Use turmeric and iron decoction to boost immunity.,Administer buparvaquone intramuscularly and provide supportive fluid therapy.,,,,,,
Cattle,Bull,Dangi,6.1,Adult,Male,Polioencephalomalacia,31,False,1,1.0,13,"['Seizures', 'Recumbency', 'Head pressing', 'Circling', 'Muscle Tremors', 'Blindness']",True,Farmer,Thiamine deficiency or sulfur toxicity,Avoid feeding high-sulfur diets and ensure balanced vitamin intake.,"Keep the animal in a calm, low-stress environment.",Provide molasses mixed with yeast water.,Administer injectable thiamine (Vitamin B1) and anticonvulsants.,,,,,,
Goat,Common,Rajasthani cross,5.8,Adult,Male,CCPP,14,True,2,7.0,14,"['Severe cough', 'Fever', 'Anorexia', 'Labored breathing', 'Prostration']",True,Para-vet,Mycoplasma capricolum subsp. capripneumoniae,Implement strict biosecurity and avoid mixing with unknown herds.,Provide warm shelter and soft food during treatment.,Use steam inhalation with medicinal herbs.,"Administer macrolide antibiotics like Tylosin, provide NSAIDs, and isolate the infected animal.",Labored breathing,Prostration,Fever,Anorexia,,
Cattle,Bullock,Malvi,5.4,Adult,Male,Tuberculosis,4,False,1,7.0,10,"['Weight loss', 'Poor milk yield', 'Difficulty breathing', 'Intermittent fever', 'Chronic cough', 'Enlarged lymph nodes']",True,Farmer,Mycobacterium bovis,Regularly test cattle for tuberculosis and cull infected animals to prevent herd infection.,Ensure proper ventilation and hygiene in cattle housing to minimize disease spread.,Provide high-nutrition feed to maintain body condition.,Test and cull infected animals as there is no effective treatment; implement strict herd surveillance.,,,,,,
Cattle,Cow,Nimari,3.5,Adult,Female,Tuberculosis,4,True,3,180.0,20,"['Weight loss', 'Poor milk yield', 'Difficulty breathing', 'Intermittent fever', 'Chronic cough', 'Enlarged lymph nodes']",False,Veterinarian,Mycobacterium bovis,Regularly test cattle for tuberculosis and cull infected animals to prevent herd infection.,Ensure proper ventilation and hygiene in cattle housing to minimize disease spread.,Provide high-nutrition feed to maintain body condition.,Test and cull infected animals as there is no effective treatment; implement strict herd surveillance.,Chronic cough,Difficulty breathing,Weight loss,Enlarged lymph nodes,,
Goat,Common,Sirohi,0.3,Kid,Male,Hemorrhagic Septicemia,39,True,2,1.0,9,"['High fever', 'Swelling of throat/jaw', 'Respiratory distress', 'Recumbency']",True,Para-vet,Pasteurella multocida,Vaccinate regularly before monsoon and avoid overcrowding.,Provide fluids and ensure proper nursing care.,Keep animals in a warm and dry shelter.,"Administer appropriate antibiotics, NSAIDs, and vaccinate against HS.",Swelling of throat/jaw,Respiratory distress,Recumbency,,,
Goat,Common,Malabari,2.9,Adult,Female,Blue Tongue,16,False,1,4.0,7,"['Blue tongue', 'Facial swelling', 'Severe respiratory distress', 'Fever', 'Anorexia', 'Oral ulcers']",True,Farmer,Bluetongue virus transmitted by Culicoides midges,Use insect repellents and avoid grazing during midge activity.,"Provide soft, palatable food and ensure hydration.",Apply aloe vera paste for soothing oral ulcers.,"Provide supportive therapy, fluid administration, and implement insect control measures.",,,,,,
Goat,Common,Osmanabadi,2.1,Adult,Male,Anorexia,10,True,3,21.0,29,"['Weight loss', 'High fever', 'Weakness', 'Neurological signs', 'High feverSevere diarrhea', 'Refusal to eat', 'Severe bloating', 'Intense pain']",False,Farmer,Secondary to multiple systemic diseases or stress,Monitor for underlying diseases and reduce environmental stress.,"Offer soft, palatable food and ensure clean water availability.",Provide green fodder and jaggery water to stimulate appetite.,Treat the underlying cause and provide vitamin supplements.,Refusal to eat,High feverSevere diarrhea,Severe bloating,Neurological signs,Intense pain,Weight loss
